customer_city,customer_state,total_orders,unique_customers,order_category
novo machado,RS,1,1,Low
novo mundo,MT,1,1,Low
novo oriente,CE,3,3,Low
novo oriente do piaui,PI,2,2,Low
novo planalto,GO,1,1,Low
novo progresso,PA,5,5,Low
novo repartimento,PA,2,2,Low
novo sao joaquim,MT,3,3,Low
nucleo residencial pilar,BA,8,7,Low
nuporanga,SP,3,3,Low
ocara,CE,2,2,Low
ocaucu,SP,5,5,Low
oeiras,PI,6,6,Low
oeiras do para,PA,2,2,Low
oiapoque,AP,1,1,Low
olaria,MG,1,1,Low
oleo,SP,1,1,Low
olho d'agua das cunhas,MA,2,2,Low
olho d'agua das flores,AL,3,2,Low
olhos d'agua,MG,1,1,Low
olimpia,SP,36,36,Low
olinda,PE,89,88,Low
olindina,BA,2,2,Low
oliveira,MG,22,21,Low
oliveira dos brejinhos,BA,2,2,Low
onda verde,SP,1,1,Low
oriente,SP,3,3,Low
orindiuva,SP,5,5,Low
orizania,MG,1,1,Low
orizona,GO,6,6,Low
orlandia,SP,28,27,Low
orleans,SC,8,8,Low
orobo,PE,1,1,Low
oroco,PE,3,3,Low
oros,CE,2,2,Low
ortigueira,PR,8,8,Low
osasco,SP,724,697,Low
oscar bressane,SP,3,3,Low
osorio,RS,35,34,Low
osvaldo cruz,SP,16,15,Low
osvaldo kroeff,RS,1,1,Low
otacilio costa,SC,5,5,Low
ourem,PA,1,1,Low
ouricuri,PE,8,8,Low
ourilandia do norte,PA,5,5,Low
ourinhos,SP,77,76,Low
ourizona,PR,1,1,Low
ouro,SC,1,1,Low
ouro branco,MG,41,39,Low
ouro fino,MG,16,16,Low
ouro preto,MG,55,54,Low
ouro preto do oeste,RO,4,4,Low
ouro verde,SP,3,3,Low
ouro verde de goias,GO,1,1,Low
ouro verde de minas,MG,2,2,Low
ouro verde do oeste,PR,1,1,Low
ouroeste,SP,11,11,Low
ouvidor,GO,1,1,Low
pacaembu,SP,6,6,Low
pacaja,PA,6,6,Low
pacajus,CE,6,6,Low
pacatuba,CE,5,5,Low
paco do lumiar,MA,7,7,Low
pacoti,CE,2,2,Low
pacotuba,ES,1,1,Low
pacuja,CE,1,1,Low
padre bernardo,GO,4,4,Low
padre carvalho,MG,1,1,Low
padre gonzales,RS,1,1,Low
padre paraiso,MG,1,1,Low
paial,SC,1,1,Low
paicandu,PR,10,10,Low
paineiras,MG,1,1,Low
pains,MG,3,2,Low
paiva,MG,2,2,Low
palestina,SP,10,10,Low
palhano,CE,1,1,Low
palhoca,SC,90,89,Low
palma,MG,4,4,Low
palma sola,SC,4,4,Low
palmares,PE,8,8,Low
palmares do sul,RS,5,4,Low
palmares paulista,SP,1,1,Low
palmas,PR,19,18,Low
palmas,TO,88,87,Low
palmeira,PR,12,12,Low
palmeira,SC,3,3,Low
palmeira d oeste,SP,1,1,Low
palmeira d'oeste,SP,5,5,Low
palmeira das missoes,RS,16,15,Low
palmeira dos indios,AL,8,8,Low
palmeiras,BA,2,2,Low
palmeiras de goias,GO,3,3,Low
palmeirinha,PR,2,2,Low
palminopolis,GO,1,1,Low
palmital,PR,1,1,Low
palmital,SP,18,17,Low
palmitinho,RS,5,4,Low
palmitos,SC,5,5,Low
palmopolis,MG,1,1,Low
palotina,PR,10,10,Low
panambi,RS,17,17,Low
pancas,ES,1,1,Low
panelas,PE,2,2,Low
panorama,SP,5,5,Low
pantano grande,RS,3,3,Low
papagaios,MG,4,3,Low
papanduva,SC,8,8,Low
papucaia,RJ,10,10,Low
para de minas,MG,37,35,Low
paracambi,RJ,35,35,Low
paracatu,MG,62,59,Low
paracuru,CE,4,4,Low
paragominas,PA,18,16,Low
paraguacu,MG,12,12,Low
paraguacu paulista,SP,20,19,Low
parai,RS,3,3,Low
paraiba do sul,RJ,18,17,Low
paraibano,MA,3,3,Low
paraibuna,SP,10,10,Low
paraipaba,CE,5,4,Low
paraiso,SC,1,1,Low
paraiso,SP,5,4,Low
paraiso das aguas,MS,1,1,Low
paraiso do norte,PR,3,2,Low
paraiso do sul,RS,1,1,Low
paraiso do tocantins,TO,10,10,Low
paraisopolis,MG,14,14,Low
paraju,ES,1,1,Low
parambu,CE,4,3,Low
paramirim,BA,5,5,Low
parana,TO,2,2,Low
paranacity,PR,3,3,Low
paranagua,PR,58,56,Low
paranaiba,MS,14,13,Low
paranaiguara,GO,3,3,Low
paranaita,MT,4,4,Low
paranapanema,SP,11,10,Low
paranapoema,PR,1,1,Low
paranapua,SP,2,2,Low
paranatinga,MT,2,2,Low
paranavai,PR,45,44,Low
paranhos,MS,1,1,Low
paraopeba,MG,9,9,Low
parapua,SP,8,6,Low
parati,RJ,13,13,Low
paraty,RJ,19,18,Low
parauapebas,PA,27,24,Low
parauna,GO,4,4,Low
pardinho,SP,1,1,Low
pareci novo,RS,1,1,Low
parelhas,RN,4,4,Low
paripiranga,BA,2,2,Low
paripueira,AL,1,1,Low
pariquera-acu,SP,15,15,Low
parisi,SP,1,1,Low
parnaiba,PI,22,22,Low
parnamirim,PE,4,4,Low
parnamirim,RN,57,55,Low
parnarama,MA,1,1,Low
parobe,RS,12,12,Low
passa quatro,MG,9,9,Low
passa tempo,MG,1,1,Low
passa tres,RJ,2,2,Low
passagem,PB,1,1,Low
passagem franca,MA,1,1,Low
passira,PE,1,1,Low
passo de camaragibe,AL,1,1,Low
passo de torres,SC,7,7,Low
passo fundo,RS,112,111,Low
passos,MG,43,43,Low
passos maia,SC,2,2,Low
pastos bons,MA,2,2,Low
patis,MG,1,1,Low
pato bragado,PR,2,2,Low
pato branco,PR,53,51,Low
patos,PB,16,16,Low
patos de minas,MG,99,96,Low
patrocinio,MG,45,44,Low
patrocinio do muriae,MG,2,2,Low
patrocinio paulista,SP,2,2,Low
patu,RN,3,3,Low
paty do alferes,RJ,13,12,Low
pau brasil,BA,1,1,Low
pau d'arco,PA,1,1,Low
pau dos ferros,RN,9,9,Low
paudalho,PE,2,2,Low
paula candido,MG,1,1,Low
paula freitas,PR,1,1,Low
pauliceia,SP,2,2,Low
paulinia,SP,127,122,Low
paulista,PB,1,1,Low
paulista,PE,41,41,Low
paulistana,PI,3,3,Low
paulistania,SP,1,1,Low
paulo afonso,BA,39,39,Low
paulo de faria,SP,5,5,Low
paulo frontin,PR,5,4,Low
paulo jacinto,AL,2,2,Low
paulo lopes,SC,2,2,Low
pavao,MG,1,1,Low
peabiru,PR,4,4,Low
pecanha,MG,4,4,Low
pederneiras,SP,21,21,Low
pedra,PE,3,3,Low
pedra azul,MG,5,5,Low
pedra bela,SP,2,2,Low
pedra branca,CE,2,2,Low
pedra branca,PB,1,1,Low
pedra do indaia,MG,1,1,Low
pedra lavrada,PB,1,1,Low
pedra menina,MG,1,1,Low
pedra preta,MT,4,4,Low
pedra preta,RN,1,1,Low
pedralva,MG,3,3,Low
pedranopolis,SP,1,1,Low
pedrao,BA,1,1,Low
pedras altas,RS,1,1,Low
pedras de fogo,PB,2,2,Low
pedregulho,SP,2,2,Low
pedreira,SP,36,34,Low
pedreiras,MA,3,3,Low
pedrinhas paulista,SP,4,4,Low
pedrinopolis,MG,3,3,Low
pedro afonso,TO,3,3,Low
pedro canario,ES,5,5,Low
pedro de toledo,SP,8,8,Low
pedro gomes,MS,1,1,Low
pedro ii,PI,1,1,Low
pedro leopoldo,MG,40,40,Low
pedro osorio,RS,3,3,Low
pedro velho,RN,1,1,Low
peixe,TO,1,1,Low
peixoto de azevedo,MT,4,4,Low
pejucara,RS,4,4,Low
pelotas,RS,183,178,Low
penaforte,CE,2,2,Low
penapolis,SP,37,36,Low
pendencias,RN,2,2,Low
penedo,AL,8,8,Low
penedo,RJ,1,1,Low
penha,SC,15,15,Low
pentecoste,CE,2,2,Low
pequi,MG,1,1,Low
pequizeiro,TO,1,1,Low
perdigao,MG,6,4,Low
perdizes,MG,8,8,Low
perdoes,MG,9,8,Low
pereira barreto,SP,18,18,Low
pereiras,SP,1,1,Low
pereiro,CE,3,3,Low
peri mirim,MA,1,1,Low
periquito,MG,2,2,Low
peritiba,SC,2,2,Low
perobal,PR,1,1,Low
perola,PR,2,2,Low
perola d'oeste,PR,2,2,Low
perola independente,PR,1,1,Low
perpetuo socorro,MG,2,2,Low
peruibe,SP,43,42,Low
pescador,MG,1,1,Low
pesqueira,PE,9,9,Low
petrolandia,PE,9,9,Low
petrolandia,SC,5,3,Low
petrolina,PE,62,62,Low
petropolis,RJ,234,216,Low
piacabucu,AL,2,1,Low
piacatu,SP,1,1,Low
piacu,ES,1,1,Low
pianco,PB,1,1,Low
piata,BA,2,2,Low
piau,MG,2,2,Low
picada cafe,RS,1,1,Low
picarra,PA,1,1,Low
picarras,SC,1,1,Low
picos,PI,17,17,Low
picui,PB,2,2,Low
piedade,SP,22,22,Low
piedade de caratinga,MG,7,7,Low
piedade do rio grande,MG,3,3,Low
piedade dos gerais,MG,3,3,Low
pien,PR,4,4,Low
pilao arcado,BA,4,4,Low
pilar,AL,3,3,Low
pilar,PB,1,1,Low
pilar do sul,SP,12,12,Low
pimenta,MG,2,2,Low
pimenta bueno,RO,7,7,Low
pimenteiras,PI,2,2,Low
pindai,BA,2,2,Low
pindamonhangaba,SP,97,92,Low
pindare mirim,MA,3,3,Low
pindoba,AL,2,2,Low
pindobacu,BA,3,3,Low
pindorama,SP,2,2,Low
pindorama do tocantins,TO,2,2,Low
pindoretama,CE,1,1,Low
pingo-d'agua,MG,1,1,Low
pinhais,PR,66,66,Low
pinhal da serra,RS,1,1,Low
pinhalao,PR,7,6,Low
pinhalzinho,SC,9,9,Low
pinhalzinho,SP,12,12,Low
pinhao,PR,8,7,Low
pinhao,SE,1,1,Low
pinheiral,RJ,14,13,Low
pinheiro,MA,4,4,Low
pinheiro machado,RS,5,5,Low
pinheiros,ES,8,8,Low
pinheiros,SP,1,1,Low
pinhotiba,MG,1,1,Low
pintadas,BA,2,2,Low
pio ix,PI,1,1,Low
pio xii,MA,1,1,Low
piquerobi,SP,1,1,Low
piquete,SP,9,9,Low
piracaia,SP,21,20,Low
piracanjuba,GO,10,10,Low
piracema,MG,1,1,Low
piracicaba,SP,356,349,Low
piracuruca,PI,2,2,Low
pirai,RJ,15,15,Low
pirai do norte,BA,1,1,Low
pirai do sul,PR,6,6,Low
piraju,SP,17,16,Low
pirajuba,MG,1,1,Low
pirajui,SP,12,12,Low
pirambu,SE,1,1,Low
piranga,MG,4,4,Low
pirangi,SP,7,7,Low
piranguinho,MG,9,8,Low
piranhas,GO,4,3,Low
pirapetinga,MG,7,7,Low
pirapo,PR,1,1,Low
pirapora,MG,42,40,Low
pirapora do bom jesus,SP,16,14,Low
pirapozinho,SP,14,13,Low
piraquara,PR,14,14,Low
pirassununga,SP,69,67,Low
piratini,RS,1,1,Low
piratininga,SP,8,8,Low
piratuba,SC,5,5,Low
pirauba,MG,3,2,Low
pirenopolis,GO,4,4,Low
pires do rio,GO,12,11,Low
pires ferreira,CE,1,1,Low
piripa,BA,2,2,Low
piripiri,PI,7,7,Low
piritiba,BA,5,4,Low
pirpirituba,PB,1,1,Low
pitanga,PR,3,3,Low
pitanga de estrada,PB,1,1,Low
pitangueiras,SP,16,16,Low
pitangui,MG,22,21,Low
pitimbu,PB,1,1,Low
pium,TO,1,1,Low
piuma,ES,17,17,Low
piumhi,MG,3,3,Low
piumhii,MG,28,28,Low
placas,PA,2,2,Low
planaltina,GO,10,10,Low
planaltina de goias,GO,2,1,Low
planaltina do parana,PR,1,1,Low
planaltino,BA,1,1,Low
planalto,BA,1,1,Low
planalto,PR,4,4,Low
planalto,RS,3,3,Low
planalto,SP,1,1,Low
planura,MG,2,2,Low
poa,SP,85,81,Low
pocao,PE,1,1,Low
pocao de pedras,MA,1,1,Low
pocinhos,PB,3,3,Low
poco de pedra,RN,1,1,Low
poco fundo,MG,8,8,Low
poco redondo,SE,1,1,Low
poco verde,SE,4,4,Low
pocoes,BA,2,2,Low
pocoes de paineiras,MG,1,1,Low
pocos de caldas,MG,116,111,Low
pocrane,MG,3,3,Low
pojuca,BA,13,13,Low
polo petroquimico de triunfo,RS,1,1,Low
poloni,SP,3,3,Low
pombal,PB,6,5,Low
pombos,PE,1,1,Low
pomerode,SC,9,9,Low
pompeia,SP,17,17,Low
pompeu,MG,11,11,Low
pongai,SP,4,4,Low
ponta grossa,PR,141,133,Low
ponta pora,MS,18,16,Low
pontal,SP,12,12,Low
pontal do parana,PR,8,8,Low
pontalina,GO,2,1,Low
pontalinda,SP,2,2,Low
pontao,RS,1,1,Low
ponte alta do norte,SC,1,1,Low
ponte nova,MG,39,38,Low
ponte serrada,SC,3,3,Low
pontes e lacerda,MT,9,9,Low
pontes gestal,SP,1,1,Low
ponto belo,ES,1,1,Low
ponto do marambaia,MG,1,1,Low
ponto dos volantes,MG,2,2,Low
ponto novo,BA,1,1,Low
populina,SP,1,1,Low
porangaba,SP,2,2,Low
porangatu,GO,13,13,Low
porciuncula,RJ,8,7,Low
porecatu,PR,9,8,Low
portalegre,RN,2,2,Low
portao,RS,10,10,Low
porteiras,CE,1,1,Low
porteirinha,MG,5,5,Low
portela,RJ,1,1,Low
portelandia,GO,2,2,Low
porto acre,AC,1,1,Low
porto alegre,RS,1341,1291,Medium
porto alegre do norte,MT,1,1,Low
porto amazonas,PR,2,2,Low
porto belo,SC,9,9,Low
porto calvo,AL,2,2,Low
porto de pedras,AL,1,1,Low
porto esperidiao,MT,2,2,Low
porto estrela,MT,1,1,Low
porto feliz,SP,21,21,Low
porto ferreira,SP,26,25,Low
porto firme,MG,2,2,Low
porto franco,MA,2,2,Low
porto grande,AP,1,1,Low
porto lucena,RS,1,1,Low
porto murtinho,MS,1,1,Low
porto nacional,TO,8,8,Low
porto real,RJ,7,6,Low
porto rico,PR,1,1,Low
porto seguro,BA,39,36,Low
porto trombetas,PA,2,2,Low
porto uniao,SC,14,14,Low
porto velho,RO,108,100,Low
porto xavier,RS,5,5,Low
posse,GO,15,15,Low
posto da mata,BA,4,4,Low
pote,MG,3,3,Low
potengi,CE,2,2,Low
potim,SP,2,2,Low
potiragua,BA,7,7,Low
potirendaba,SP,8,8,Low
pouso alegre,MG,128,122,Low
pouso alto,MG,3,3,Low
pouso novo,RS,1,1,Low
pouso redondo,SC,3,3,Low
poxoreu,MT,2,2,Low
prado,BA,5,5,Low
pradopolis,SP,10,10,Low
prados,MG,3,3,Low
praia grande,ES,1,1,Low
praia grande,SC,4,4,Low
praia grande,SP,296,278,Low
praia norte,TO,1,1,Low
pranchita,PR,1,1,Low
prata,MG,10,10,Low
prata,PB,1,1,Low
pratapolis,MG,1,1,Low
presidente alves,SP,2,2,Low
presidente bernardes,SP,5,5,Low
presidente castello branco,SC,1,1,Low
presidente dutra,BA,3,3,Low
presidente dutra,MA,11,11,Low
presidente epitacio,SP,23,22,Low
presidente getulio,SC,6,6,Low
presidente janio quadros,BA,1,1,Low
presidente juscelino,MA,1,1,Low
presidente kennedy,ES,2,2,Low
presidente kubitschek,MG,2,2,Low
presidente lucena,RS,1,1,Low
presidente medici,MA,1,1,Low
presidente medici,RO,2,2,Low
presidente nereu,SC,1,1,Low
presidente olegario,MG,6,5,Low
presidente prudente,SP,157,155,Low
presidente tancredo neves,BA,4,4,Low
presidente venceslau,SP,22,22,Low
primavera,SP,9,9,Low
primavera do leste,MT,28,27,Low
primeiro de maio,PR,7,6,Low
princesa isabel,PB,1,1,Low
progresso,RS,1,1,Low
promissao,SP,31,30,Low
propria,SE,3,3,Low
protasio alves,RS,2,2,Low
prudencio thomaz,MS,1,1,Low
prudente de morais,MG,2,1,Low
prudentopolis,PR,7,7,Low
pugmil,TO,1,1,Low
pureza,RJ,1,1,Low
purilandia,RJ,1,1,Low
putinga,RS,2,2,Low
puxinana,PB,1,1,Low
quadra,SP,2,2,Low
quarai,RS,4,4,Low
quata,SP,12,12,Low
quatigua,PR,5,5,Low
quatis,RJ,5,5,Low
quatituba,MG,1,1,Low
quatro barras,PR,18,18,Low
quatro bocas,PA,5,5,Low
quatro pontes,PR,1,1,Low
quedas do iguacu,PR,8,7,Low
queimadas,BA,4,4,Low
queimadas,PB,5,5,Low
queimados,RJ,53,52,Low
queiroz,SP,1,1,Low
queixada,MG,1,1,Low
queluz,SP,2,2,Low
querencia,MT,10,10,Low
querencia do norte,PR,1,1,Low
quevedos,RS,2,2,Low
quijingue,BA,2,2,Low
quilombo,SC,4,4,Low
quilometro 14 do mutum,ES,1,1,Low
quinta do sol,PR,3,3,Low
quintana,SP,4,4,Low
quipapa,PE,1,1,Low
quirinopolis,GO,14,14,Low
quissama,RJ,11,11,Low
quitandinha,PR,2,2,Low
quixabeira,BA,3,3,Low
quixada,CE,12,12,Low
quixada,PE,1,1,Low
quixelo,CE,2,2,Low
quixeramobim,CE,6,6,Low
quixere,CE,2,2,Low
rafard,SP,5,5,Low
rainha do mar,RS,1,1,Low
rancharia,SP,21,20,Low
rancho alegre,PR,1,1,Low
rancho alegre d'oeste,PR,1,1,Low
rancho queimado,SC,2,2,Low
raposo,RJ,3,2,Low
raposos,MG,11,11,Low
raul soares,MG,12,11,Low
ravena,MG,1,1,Low
realeza,PR,6,6,Low
reboucas,PR,6,6,Low
rechan,SP,2,2,Low
recife,PE,593,571,Low
recreio,MG,3,3,Low
redencao,CE,4,3,Low
redencao,PA,12,12,Low
redencao da serra,SP,1,1,Low
redencao do gurgueia,PI,1,1,Low
redentora,RS,3,2,Low
regeneracao,PI,6,6,Low
regente feijo,SP,10,10,Low
reginopolis,SP,3,3,Low
registro,SP,45,44,Low
remanso,BA,5,5,Low
remigio,PB,1,1,Low
renascenca,PR,4,4,Low
reriutaba,CE,3,3,Low
resende,RJ,115,113,Low
resende costa,MG,3,3,Low
reserva,PR,3,3,Low
reserva do cabacal,MT,2,2,Low
reserva do iguacu,PR,1,1,Low
resplendor,MG,10,10,Low
ressaquinha,MG,1,1,Low
restinga seca,RS,3,3,Low
retirolandia,BA,1,1,Low
riachao das neves,BA,2,1,Low
riachao do jacuipe,BA,5,4,Low
riachinho,MG,2,2,Low
riacho da cruz,RN,1,1,Low
riacho das almas,PE,2,2,Low
riacho de santana,BA,4,4,Low
riacho de santo antonio,PB,1,1,Low
riacho dos machados,MG,3,2,Low
riachuelo,SE,1,1,Low
rianapolis,GO,4,4,Low
ribas do rio pardo,MS,1,1,Low
ribeira,SP,3,3,Low
ribeira do amparo,BA,1,1,Low
ribeira do pombal,BA,8,8,Low
ribeirao,PE,4,4,Low
ribeirao bonito,SP,7,7,Low
ribeirao branco,SP,2,2,Low
ribeirao cascalheira,MT,1,1,Low
ribeirao claro,PR,5,5,Low
ribeirao das neves,MG,98,93,Low
ribeirao do pinhal,PR,5,5,Low
ribeirao do sul,SP,3,3,Low
ribeirao pires,SP,106,105,Low
ribeirao preto,SP,499,479,Low
ribeirao vermelho,MG,2,2,Low
ribeiraozinho,MT,2,2,Low
ribeiro junqueira,MG,1,1,Low
ribeiropolis,SE,1,1,Low
rifaina,SP,2,2,Low
rincao,SP,1,1,Low
rinopolis,SP,2,2,Low
rio acima,MG,8,8,Low
rio azul,PR,5,5,Low
rio bananal,ES,4,4,Low
rio bonito,RJ,27,26,Low
rio bonito do iguacu,PR,4,4,Low
rio branco,AC,69,65,Low
rio branco,MT,3,3,Low
rio branco do sul,PR,6,6,Low
rio brilhante,MS,11,11,Low
rio casca,MG,5,5,Low
rio claro,RJ,3,3,Low
rio claro,SP,151,146,Low
rio das antas,SC,2,2,Low
rio das flores,RJ,6,6,Low
rio das ostras,RJ,130,128,Low
rio das pedras,SP,10,10,Low
rio de contas,BA,3,3,Low
rio de janeiro,RJ,6600,6360,High
rio do antonio,BA,2,2,Low
rio do campo,SC,4,4,Low
rio do oeste,SC,3,3,Low
rio do pires,BA,4,3,Low
rio do sul,SC,35,33,Low
rio doce,MG,1,1,Low
rio dos cedros,SC,1,1,Low
rio dos indios,RS,1,1,Low
rio espera,MG,1,1,Low
rio formoso,PE,2,2,Low
rio fortuna,SC,3,3,Low
rio grande,RS,121,118,Low
rio grande da serra,SP,25,23,Low
rio grande do piaui,PI,1,1,Low
rio largo,AL,6,6,Low
rio manso,MG,5,5,Low
rio maria,PA,3,1,Low
rio negrinho,SC,13,13,Low
rio negro,PR,15,15,Low
rio novo,MG,4,4,Low
rio novo do sul,ES,6,6,Low
rio paranaiba,MG,9,9,Low
rio pardo,RS,5,5,Low
rio pardo de minas,MG,5,5,Low
rio piracicaba,MG,4,4,Low
rio pomba,MG,6,6,Low
rio preto,MG,4,4,Low
rio real,BA,3,3,Low
rio rufino,SC,1,1,Low
rio tinto,PB,2,2,Low
rio verde,GO,63,63,Low
rio verde,PR,1,1,Low
riolandia,SP,3,3,Low
riqueza,SC,3,3,Low
ritapolis,MG,3,3,Low
riversul,SP,1,1,Low
roca sales,RS,2,2,Low
rodeio,SC,7,7,Low
rodeio bonito,RS,2,2,Low
rodeiro,MG,3,2,Low
rodelas,BA,3,3,Low
rodolfo fernandes,RN,2,2,Low
rolandia,PR,24,24,Low
rolante,RS,9,9,Low
rolim de moura,RO,7,7,Low
romaria,MG,2,2,Low
romelandia,SC,1,1,Low
roncador,PR,2,2,Low
ronda alta,RS,6,6,Low
rondon,PR,2,2,Low
rondon do para,PA,9,9,Low
rondonopolis,MT,64,59,Low
roque gonzales,RS,5,4,Low
rosana,SP,4,4,Low
rosario,MA,1,1,Low
rosario do ivai,PR,1,1,Low
rosario do sul,RS,14,12,Low
roseira,SP,5,5,Low
rubelita,MG,1,1,Low
rubiacea,SP,2,2,Low
rubiataba,GO,7,7,Low
rubim,MG,3,3,Low
rubineia,SP,1,1,Low
russas,CE,9,9,Low
ruy barbosa,BA,7,7,Low
sabara,MG,42,40,Low
sabaudia,PR,1,1,Low
sabino,SP,3,3,Low
sabinopolis,MG,5,5,Low
saboeiro,CE,1,1,Low
sacra familia do tingua,RJ,1,1,Low
sacramento,MG,13,12,Low
sales,SP,5,5,Low
sales oliveira,SP,6,6,Low
salesopolis,SP,10,10,Low
salgado filho,PR,3,3,Low
salgueiro,PE,17,16,Low
salinas,MG,22,22,Low
salinas da margarida,BA,1,1,Low
salmourao,SP,2,2,Low
saloa,PE,3,3,Low
salobro,BA,1,1,Low
saltinho,SP,5,4,Low
salto,SP,89,88,Low
salto da divisa,MG,2,2,Low
salto de pirapora,SP,12,12,Low
salto do ceu,MT,2,2,Low
salto do itarare,PR,1,1,Low
salto do jacui,RS,4,4,Low
salto do lontra,PR,4,4,Low
salto grande,SP,1,1,Low
salto veloso,SC,4,4,Low
salvador,BA,1188,1154,Medium
salvador do sul,RS,1,1,Low
sambaiba,MA,1,1,Low
sananduva,RS,6,6,Low
sanclerlandia,GO,4,3,Low
sandolandia,TO,1,1,Low
sanga puita,MS,1,1,Low
sangao,SC,3,3,Low
sanharo,PE,3,3,Low
santa adelia,SP,15,15,Low
santa albertina,SP,7,7,Low
santa amelia,PR,1,1,Low
santa barbara,MG,25,22,Low
santa barbara d oeste,SP,4,4,Low
santa barbara d'oeste,SP,118,117,Low
santa barbara do para,PA,1,1,Low
santa barbara do sul,RS,2,2,Low
santa branca,SP,9,9,Low
santa brigida,BA,1,1,Low
santa cecilia,PB,1,1,Low
santa cecilia,SC,4,4,Low
santa cecilia do pavao,PR,1,1,Low
santa clara d'oeste,SP,1,1,Low
santa clara do sul,RS,2,2,Low
santa cruz,PE,2,2,Low
santa cruz,RN,4,4,Low
santa cruz cabralia,BA,5,5,Low
santa cruz da conceicao,SP,4,3,Low
santa cruz das palmeiras,SP,9,9,Low
santa cruz de goias,GO,2,2,Low
santa cruz de minas,MG,5,4,Low
santa cruz de monte castelo,PR,4,4,Low
santa cruz de salinas,MG,2,2,Low
santa cruz do capibaribe,PE,11,11,Low
santa cruz do piaui,PI,1,1,Low
santa cruz do prata,MG,2,2,Low
santa cruz do rio pardo,SP,34,33,Low
santa cruz do sul,RS,62,60,Low
santa cruz do timbo,SC,1,1,Low
santa ernestina,SP,2,2,Low
santa fe,PR,5,5,Low
santa fe de goias,GO,4,3,Low
santa fe de minas,MG,1,1,Low
santa fe do sul,SP,34,32,Low
santa filomena,PE,1,1,Low
santa gertrudes,SP,11,11,Low
santa helena,MA,3,3,Low
santa helena,PR,9,9,Low
santa helena de goias,GO,9,9,Low
santa helena de minas,MG,2,2,Low
santa ines,BA,3,3,Low
santa ines,MA,12,12,Low
santa isabel,SP,28,26,Low
santa isabel do ivai,PR,3,3,Low
santa isabel do para,PA,6,6,Low
santa isabel do rio preto,RJ,1,1,Low
santa izabel do oeste,PR,2,2,Low
santa juliana,MG,8,8,Low
santa leopoldina,ES,1,1,Low
santa lucia,PR,1,1,Low
santa lucia,SP,3,3,Low
santa luzia,MA,2,2,Low
santa luzia,MG,89,88,Low
santa luzia,PB,5,5,Low
santa luzia do norte,AL,1,1,Low
santa luzia do parua,MA,1,1,Low
santa margarida,MG,2,2,Low
santa margarida,PR,1,1,Low
santa maria,DF,1,1,Low
santa maria,RJ,1,1,Low
santa maria,RN,1,1,Low
santa maria,RS,193,187,Low
santa maria da boa vista,PE,2,2,Low
santa maria da serra,SP,2,2,Low
santa maria da vitoria,BA,13,13,Low
santa maria de itabira,MG,4,4,Low
santa maria de jetiba,ES,15,14,Low
santa maria do herval,RS,1,1,Low
santa maria do para,PA,2,2,Low
santa maria do salto,MG,1,1,Low
santa maria do suacui,MG,2,2,Low
santa maria madalena,RJ,7,7,Low
santa mariana,PR,4,4,Low
santa mercedes,SP,2,2,Low
santa monica,PR,2,2,Low
santa quiteria,CE,5,5,Low
santa quiteria do maranhao,MA,1,1,Low
santa rita,MA,1,1,Low
santa rita,PB,6,5,Low
santa rita d'oeste,SP,3,3,Low
santa rita da floresta,RJ,1,1,Low
santa rita de caldas,MG,6,6,Low
santa rita de jacutinga,MG,1,1,Low
santa rita de minas,MG,3,3,Low
santa rita do araguaia,GO,7,7,Low
santa rita do ibitipoca,MG,2,2,Low
santa rita do itueto,MG,1,1,Low
santa rita do passa quatro,SP,18,16,Low
santa rita do sapucai,MG,35,34,Low
santa rosa,RS,32,29,Low
santa rosa de lima,SC,3,2,Low
santa rosa de viterbo,SP,13,11,Low
santa rosa do sul,SC,1,1,Low
santa salete,SP,1,1,Low
santa teresa,ES,10,9,Low
santa teresinha,BA,2,2,Low
santa tereza do oeste,PR,3,3,Low
santa terezinha,PE,1,1,Low
santa terezinha,SC,1,1,Low
santa terezinha de itaipu,PR,3,3,Low
santa vitoria,MG,17,16,Low
santa vitoria do palmar,RS,12,12,Low
santaluz,BA,3,3,Low
santana,AP,9,9,Low
santana,BA,3,3,Low
santana,PR,1,1,Low
santana da boa vista,RS,2,2,Low
santana da vargem,MG,4,4,Low
santana de parnaiba,SP,178,172,Low
santana de pirapama,MG,1,1,Low
santana do acarau,CE,4,4,Low
santana do araguaia,PA,2,2,Low
santana do capivari,MG,1,1,Low
santana do cariri,CE,3,3,Low
santana do deserto,MG,1,1,Low
santana do ipanema,AL,1,1,Low
santana do itarare,PR,1,1,Low
santana do jacare,MG,4,4,Low
santana do livramento,RS,20,20,Low
santana do manhuacu,MG,3,3,Low
santana do mundau,AL,3,3,Low
santana do paraiso,MG,16,16,Low
santana do serido,RN,2,2,Low
santana do sobrado,BA,1,1,Low
santana dos montes,MG,2,2,Low
santanesia,RJ,4,4,Low
santarem,PA,43,42,Low
santiago,RS,26,26,Low
santo amaro,BA,10,9,Low
santo amaro da imperatriz,SC,11,11,Low
santo amaro das brotas,SE,1,1,Low
santo amaro de campos,RJ,6,6,Low
santo anastacio,SP,17,14,Low
santo andre,PB,1,1,Low
santo andre,SP,777,750,Low
santo angelo,RS,45,42,Low
santo antonio,RN,1,1,Low
santo antonio da alegria,SP,3,3,Low
santo antonio da patrulha,RS,17,17,Low
santo antonio da platina,PR,12,11,Low
